"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subj_ID","group","value","button_pressed","correct","response","responses","question_order"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","348","970263","0.0-8.0-1.39","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/tie.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","349","973265","0.0-8.0-0.40","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","350","975455","0.0-8.0-1.40","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/shoppingcart.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","351","978457","0.0-8.0-0.41","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","352","980721","0.0-8.0-1.41","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/mug.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","353","983723","0.0-8.0-0.42","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","354","985427","0.0-8.0-1.42","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/doll.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","355","988429","0.0-8.0-0.43","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","356","990298","0.0-8.0-1.43","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/woolenhat.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","357","993300","0.0-8.0-0.44","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","358","995519","0.0-8.0-1.44","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/sneakers.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","359","998521","0.0-8.0-0.45","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","360","1000613","0.0-8.0-1.45","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/socks.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","361","1003615","0.0-8.0-0.46","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","362","1005806","0.0-8.0-1.46","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/rockingchair.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","363","1008808","0.0-8.0-0.47","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","364","1011110","0.0-8.0-1.47","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/hanger.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","365","1014112","0.0-8.0-0.48","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","366","1016120","0.0-8.0-1.48","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/dress.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","367","1019122","0.0-8.0-0.49","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","368","1021336","0.0-8.0-1.49","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/camcorder.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","369","1024339","0.0-8.0-0.50","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","370","1025906","0.0-8.0-1.50","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/socks.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","371","1028908","0.0-8.0-0.51","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","372","1031348","0.0-8.0-1.51","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/redflag.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","373","1034351","0.0-8.0-0.52","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","374","1035770","0.0-8.0-1.52","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/microphone.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","375","1038772","0.0-8.0-0.53","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","376","1041156","0.0-8.0-1.53","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/basket.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","377","1044159","0.0-8.0-0.54","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","378","1046104","0.0-8.0-1.54","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/dress.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","379","1049106","0.0-8.0-0.55","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","380","1051664","0.0-8.0-1.55","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/garbagebin.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","381","1054667","0.0-8.0-0.56","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","382","1056599","0.0-8.0-1.56","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/cigarette.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","383","1059601","0.0-8.0-0.57","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","384","1061060","0.0-8.0-1.57","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/shoppingcart.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","385","1064063","0.0-8.0-0.58","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","386","1066579","0.0-8.0-1.58","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/bottle.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","387","1069580","0.0-8.0-0.59","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","388","1071364","0.0-8.0-1.59","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/broom.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","389","1074366","0.0-8.0-0.60","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","390","1075943","0.0-8.0-1.60","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/cigarette.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","391","1078946","0.0-8.0-0.61","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","392","1080633","0.0-8.0-1.61","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/sunglasses.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","393","1083635","0.0-8.0-0.62","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","394","1085802","0.0-8.0-1.62","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/mug.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","395","1088805","0.0-8.0-0.63","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","396","1091088","0.0-8.0-1.63","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/garbagebag.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","397","1094091","0.0-8.0-0.64","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","398","1096681","0.0-8.0-1.64","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/mug.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","399","1099683","0.0-8.0-0.65","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","400","1101950","0.0-8.0-1.65","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/watch.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","401","1104953","0.0-8.0-0.66","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","402","1106953","0.0-8.0-1.66","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/sneakers.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","403","1109955","0.0-8.0-0.67","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","404","1111808","0.0-8.0-1.67","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/shoppingcart.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","405","1114811","0.0-8.0-0.68","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","406","1116555","0.0-8.0-1.68","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/trafficlight.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","407","1119558","0.0-8.0-0.69","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","408","1122034","0.0-8.0-1.69","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/clock.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","409","1125037","0.0-8.0-0.70","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","410","1127051","0.0-8.0-1.70","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/woolenhat.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","411","1130053","0.0-8.0-0.71","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","412","1132151","0.0-8.0-1.71","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/watch.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","413","1135154","0.0-8.0-0.72","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","414","1136914","0.0-8.0-1.72","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/woolenhat.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","415","1139916","0.0-8.0-0.73","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","416","1141427","0.0-8.0-1.73","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/socks.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","417","1144429","0.0-8.0-0.74","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","418","1146249","0.0-8.0-1.74","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/newspaper2.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","419","1149251","0.0-8.0-0.75","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","420","1151710","0.0-8.0-1.75","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/basket.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","421","1154713","0.0-8.0-0.76","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","422","1157300","0.0-8.0-1.76","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/redflag.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","423","1160302","0.0-8.0-0.77","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","424","1162899","0.0-8.0-1.77","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/comb.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","425","1165901","0.0-8.0-0.78","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","426","1168275","0.0-8.0-1.78","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/microphone.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","427","1171276","0.0-8.0-0.79","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","428","1173675","0.0-8.0-1.79","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/microphone.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","429","1176677","0.0-8.0-0.80","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","430","1179209","0.0-8.0-1.80","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/doll.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","431","1182211","0.0-8.0-0.81","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","432","1184149","0.0-8.0-1.81","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/dress.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","433","1187151","0.0-8.0-0.82","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","434","1189264","0.0-8.0-1.82","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/hat.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","435","1192266","0.0-8.0-0.83","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","436","1194119","0.0-8.0-1.83","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/camcorder.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","437","1197120","0.0-8.0-0.84","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","438","1199066","0.0-8.0-1.84","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/tie.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","439","1202069","0.0-8.0-0.85","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","440","1203846","0.0-8.0-1.85","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/redflag.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","441","1206848","0.0-8.0-0.86","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","442","1209067","0.0-8.0-1.86","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/garbagebin.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","443","1212069","0.0-8.0-0.87","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","444","1214437","0.0-8.0-1.87","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/rockingchair.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","445","1217439","0.0-8.0-0.88","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","446","1219013","0.0-8.0-1.88","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/hanger.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","447","1222015","0.0-8.0-0.89","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","448","1224593","0.0-8.0-1.89","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/tv.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","449","1227595","0.0-8.0-0.90","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","450","1229629","0.0-8.0-1.90","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/sneakers.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","451","1232631","0.0-8.0-0.91","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","452","1235029","0.0-8.0-1.91","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/garbagebag.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","453","1238031","0.0-8.0-0.92","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","454","1240398","0.0-8.0-1.92","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/cigarette.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","455","1243401","0.0-8.0-0.93","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","456","1244831","0.0-8.0-1.93","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/basket.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","457","1247832","0.0-8.0-0.94","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","458","1249451","0.0-8.0-1.94","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/broom.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","459","1252453","0.0-8.0-0.95","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","460","1254826","0.0-8.0-1.95","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/newspaper2.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","461","1257827","0.0-8.0-0.96","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","462","1260197","0.0-8.0-1.96","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/garbagebin.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","463","1263200","0.0-8.0-0.97","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","464","1265603","0.0-8.0-1.97","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/handbag.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","465","1268605","0.0-8.0-0.98","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","466","1271024","0.0-8.0-1.98","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/shoppingcart.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","467","1274026","0.0-8.0-0.99","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","468","1275966","0.0-8.0-1.99","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/juice.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","469","1278968","0.0-8.0-0.100","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","470","1280848","0.0-8.0-1.100","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/rug.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","471","1283850","0.0-8.0-0.101","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","472","1285371","0.0-8.0-1.101","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/dress.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","473","1288373","0.0-8.0-0.102","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","474","1290508","0.0-8.0-1.102","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/cigarette.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","475","1293511","0.0-8.0-0.103","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","476","1296098","0.0-8.0-1.103","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/boot.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","477","1299100","0.0-8.0-0.104","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","478","1301071","0.0-8.0-1.104","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/sunglasses.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","479","1304074","0.0-8.0-0.105","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","480","1305796","0.0-8.0-1.105","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/boot.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","481","1308798","0.0-8.0-0.106","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","482","1310763","0.0-8.0-1.106","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/camcorder.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","483","1313765","0.0-8.0-0.107","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","484","1316164","0.0-8.0-1.107","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/trafficlight.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","485","1319166","0.0-8.0-0.108","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","486","1321236","0.0-8.0-1.108","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/handbag.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","487","1324238","0.0-8.0-0.109","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","488","1325980","0.0-8.0-1.109","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/broom.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","489","1328983","0.0-8.0-0.110","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","490","1331167","0.0-8.0-1.110","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/rockingchair.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","491","1334169","0.0-8.0-0.111","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","492","1336088","0.0-8.0-1.111","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/mug.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","493","1339090","0.0-8.0-0.112","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","494","1341640","0.0-8.0-1.112","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/tie.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","495","1344642","0.0-8.0-0.113","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","496","1346793","0.0-8.0-1.113","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/rug.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","497","1349794","0.0-8.0-0.114","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","498","1351770","0.0-8.0-1.114","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/hanger.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","499","1354772","0.0-8.0-0.115","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","500","1356455","0.0-8.0-1.115","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/clock.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","501","1359458","0.0-8.0-0.116","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","502","1361023","0.0-8.0-1.116","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/necklace.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","503","1364025","0.0-8.0-0.117","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","504","1366259","0.0-8.0-1.117","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/bottle.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","505","1369261","0.0-8.0-0.118","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","506","1371110","0.0-8.0-1.118","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/hat.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","507","1374108","0.0-8.0-0.119","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","508","1376390","0.0-8.0-1.119","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/bottle.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","509","1379389","0.0-8.0-0.120","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","510","1381270","0.0-8.0-1.120","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/tv.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","511","1384269","0.0-8.0-0.121","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","512","1385890","0.0-8.0-1.121","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/comb.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","513","1388890","0.0-8.0-0.122","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","514","1391478","0.0-8.0-1.122","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/juice.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","515","1394479","0.0-8.0-0.123","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","516","1396716","0.0-8.0-1.123","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/necklace.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","517","1399718","0.0-8.0-0.124","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","518","1401271","0.0-8.0-1.124","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/doll.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","519","1404273","0.0-8.0-0.125","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","520","1405740","0.0-8.0-1.125","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/sunglasses.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","521","1408742","0.0-8.0-0.126","anr94szkyb","0","","","","","",""
