stimulus,trial_type,group,response,scene,gist,score_identification,score_details,score_gist
osf_files/Objects/microphone.jpg,survey-text-timed,0,"""""",accident_sportscar,car + accident,0,0,0
osf_files/Objects/microphone.jpg,survey-text-timed,3,"""""",accident_sportscar,car + accident,0,0,0
osf_files/Objects/mug.jpg,survey-text-timed,1,"""Man is sitting on a hospital bed.""",hospital_mangrievinghospital,man + bed/hospital,1,4,1
osf_files/Objects/mug.jpg,survey-text-timed,5,"""Man in a hospital""",hospital_mangrievinghospital,man + bed/hospital,0,2,1
osf_files/Objects/mug.jpg,survey-text-timed,3,"""older man laying in a bed""",hospital_mangrievinghospital,man + bed/hospital,0,3,1
osf_files/Objects/mug.jpg,survey-text-timed,1,"""Hotel""",hospital_mangrievinghospital,man + bed/hospital,0,0,0
osf_files/Objects/mug.jpg,survey-text-timed,1,"""A man sitting on a bed with bloody bandages and his head in his hands""",hospital_mangrievinghospital,man + bed/hospital,1,7,1
osf_files/Objects/mug.jpg,survey-text-timed,1,"""a man sitting on his bed """,hospital_mangrievinghospital,man + bed/hospital,1,3,1
osf_files/Objects/mug.jpg,survey-text-timed,2,"""In a house along a old man it in the table""",hospital_mangrievinghospital,man + bed/hospital,0,4,0
osf_files/Objects/mug.jpg,survey-text-timed,0,"""A room with a red mug on a desk""",hospital_mangrievinghospital,man + bed/hospital,0,4,0
osf_files/Objects/mug.jpg,survey-text-timed,2,"""There was a person in a bed with coffee cups on a table in the background.  But, it was disposable types of cups, not like this one. """,hospital_mangrievinghospital,man + bed/hospital,1,5,1
osf_files/Objects/mug.jpg,survey-text-timed,5,"""The scene was some hospital, and there was a cup next to the person in the bed.""",hospital_mangrievinghospital,man + bed/hospital,1,4,1
osf_files/Objects/mug.jpg,survey-text-timed,5,"""I don't remember.""",hospital_mangrievinghospital,man + bed/hospital,0,0,0
osf_files/Objects/mug.jpg,survey-text-timed,5,"""An elderly man in a small room with head in hands. """,hospital_mangrievinghospital,man + bed/hospital,1,5,1
osf_files/Objects/mug.jpg,survey-text-timed,3,"""I can't remember which one this is associated with.""",hospital_mangrievinghospital,man + bed/hospital,0,0,0
osf_files/Objects/mug.jpg,survey-text-timed,3,"""i saw this type of""",hospital_mangrievinghospital,man + bed/hospital,0,0,0
osf_files/Objects/necklace.jpg,survey-text-timed,5,"""A woman near a door with a man holding her with a knife to her throat.""",fight_manthreatgirl,man + woman + knife,1,6,1
osf_files/Objects/necklace.jpg,survey-text-timed,1,"""Woman is being threated by a man with a knife.""",fight_manthreatgirl,man + woman + knife,1,3,1
osf_files/Objects/necklace.jpg,survey-text-timed,3,"""a woman being held at knifepoint and she is wearing a necklace also\n""",fight_manthreatgirl,man + woman + knife,1,3,1
osf_files/Objects/necklace.jpg,survey-text-timed,5,"""A person holding a woman with a necklace at knifepoint""",fight_manthreatgirl,man + woman + knife,1,4,1
osf_files/Objects/necklace.jpg,survey-text-timed,1,"""a man holding a knife up to a womans throat""",fight_manthreatgirl,man + woman + knife,1,4,1
osf_files/Objects/necklace.jpg,survey-text-timed,1,"""A man holding a knife to the throat of a woman""",fight_manthreatgirl,man + woman + knife,1,4,1
osf_files/Objects/necklace.jpg,survey-text-timed,3,"""There is a man holding a knife to a womans neck and the woman looks terrified. They appeared to be in an apartment building.""",fight_manthreatgirl,man + woman + knife,1,5,1
osf_files/Objects/necklace.jpg,survey-text-timed,5,"""I don't remember.""",fight_manthreatgirl,man + woman + knife,0,0,0
osf_files/Objects/necklace.jpg,survey-text-timed,5,"""All I remember is that a woman had on a bead or wood necklace.""",fight_manthreatgirl,man + woman + knife,0,3,0
osf_files/Objects/necklace.jpg,survey-text-timed,2,"""A lady snatching her chain by a man""",fight_manthreatgirl,man + woman + knife,0,3,0
osf_files/Objects/necklace.jpg,survey-text-timed,1,"""Girl wearing it. """,fight_manthreatgirl,man + woman + knife,0,2,0
osf_files/Objects/necklace.jpg,survey-text-timed,2,"""There was a woman being attacked by a man.  The man had a knife to her neck, and she was wearing this necklace. """,fight_manthreatgirl,man + woman + knife,1,6,1
osf_files/Objects/necklace.jpg,survey-text-timed,0,"""a dead person on the ground""",fight_manthreatgirl,man + woman + knife,0,0,0
osf_files/Objects/necklace.jpg,survey-text-timed,3,"""the girl wear this type of chain""",fight_manthreatgirl,man + woman + knife,0,3,0
osf_files/Objects/newspaper2.jpg,survey-text-timed,3,"""a man looking at a paper""",death_hungman,dead man/bleeding/tied to pole (many ways to describe this),0,3,0
osf_files/Objects/newspaper2.jpg,survey-text-timed,1,"""Man hanged on a pole and he is dead. """,death_hungman,dead man/bleeding/tied to pole (many ways to describe this),1,4,1
osf_files/Objects/newspaper2.jpg,survey-text-timed,1,"""paper was laying on the ground""",death_hungman,dead man/bleeding/tied to pole (many ways to describe this),0,2,0
osf_files/Objects/newspaper2.jpg,survey-text-timed,5,"""Just a black man""",death_hungman,dead man/bleeding/tied to pole (many ways to describe this),0,2,0
osf_files/Objects/newspaper2.jpg,survey-text-timed,5,"""A dead bound man tied to a stake. Papers on ground.""",death_hungman,dead man/bleeding/tied to pole (many ways to describe this),1,6,1
osf_files/Objects/newspaper2.jpg,survey-text-timed,5,"""There was a man tied to a post. He could have been dead. There was a newspaper in front of him on the ground.""",death_hungman,dead man/bleeding/tied to pole (many ways to describe this),1,7,1
osf_files/Objects/newspaper2.jpg,survey-text-timed,2,"""A man hanged in tree place""",death_hungman,dead man/bleeding/tied to pole (many ways to describe this),0,1,0
osf_files/Objects/newspaper2.jpg,survey-text-timed,1,"""a hanged man and a newspaper off to the side""",death_hungman,dead man/bleeding/tied to pole (many ways to describe this),1,4,1
osf_files/Objects/newspaper2.jpg,survey-text-timed,3,"""I can't remember which one this was associated with.""",death_hungman,dead man/bleeding/tied to pole (many ways to describe this),0,0,0
osf_files/Objects/newspaper2.jpg,survey-text-timed,5,"""a man tied to a poll """,death_hungman,dead man/bleeding/tied to pole (many ways to describe this),1,3,1
osf_files/Objects/newspaper2.jpg,survey-text-timed,1,"""Newspaper covered""",death_hungman,dead man/bleeding/tied to pole (many ways to describe this),0,0,0
osf_files/Objects/newspaper2.jpg,survey-text-timed,2,"""There was a black man who looked injured and very thin looking at a newspaper on the ground.  He had a gash on his head for sure, and it was on some kind of rur""",death_hungman,dead man/bleeding/tied to pole (many ways to describe this),0,2,0
osf_files/Objects/newspaper2.jpg,survey-text-timed,0,"""A room with newspapers on the ground, a jailcell. """,death_hungman,dead man/bleeding/tied to pole (many ways to describe this),0,2,0
osf_files/Objects/newspaper2.jpg,survey-text-timed,3,"""""",death_hungman,dead man/bleeding/tied to pole (many ways to describe this),0,0,0
osf_files/Objects/redflag.jpg,survey-text-timed,2,"""There was a flag on the ground in the background.  I can't remember all the details of this picture but it was pretty negative. """,injury_doctors,boy + bleeding + carried,0,4,0
osf_files/Objects/redflag.jpg,survey-text-timed,3,"""a child shot in the chest""",injury_doctors,boy + bleeding + carried,0,3,0
osf_files/Objects/redflag.jpg,survey-text-timed,3,"""flag near the man""",injury_doctors,boy + bleeding + carried,0,2,0
osf_files/Objects/redflag.jpg,survey-text-timed,5,"""Some chaotic scene, people might have been injured. There was a flag on the floor in the back. The flag was red I think.""",injury_doctors,boy + bleeding + carried,1,7,0
osf_files/Objects/redflag.jpg,survey-text-timed,1,"""I don't remember.""",injury_doctors,boy + bleeding + carried,0,0,0
osf_files/Objects/redflag.jpg,survey-text-timed,1,"""I can't remember""",injury_doctors,boy + bleeding + carried,0,0,0
osf_files/Objects/redflag.jpg,survey-text-timed,5,"""A man, possible medical personal, helping an injured person with red flags on grou""",injury_doctors,boy + bleeding + carried,1,8,1
osf_files/Objects/redflag.jpg,survey-text-timed,5,"""I don't remember.""",injury_doctors,boy + bleeding + carried,0,0,0
osf_files/Objects/redflag.jpg,survey-text-timed,1,"""Flag with the Road.""",injury_doctors,boy + bleeding + carried,0,2,0
osf_files/Objects/redflag.jpg,survey-text-timed,1,"""""",injury_doctors,boy + bleeding + carried,0,0,0
osf_files/Objects/redflag.jpg,survey-text-timed,5,"""An injured Asian man""",injury_doctors,boy + bleeding + carried,0,3,0
osf_files/Objects/redflag.jpg,survey-text-timed,3,"""There were women in a country that looks impoverished and dirty, and there were a lot of trash on the ground.""",injury_doctors,boy + bleeding + carried,0,1,0
osf_files/Objects/redflag.jpg,survey-text-timed,2,"""The Flag was on the road""",injury_doctors,boy + bleeding + carried,0,3,0
osf_files/Objects/redflag.jpg,survey-text-timed,0,"""a temple with a lot of people """,injury_doctors,boy + bleeding + carried,0,1,0
osf_files/Objects/ring.jpg,survey-text-timed,1,"""I don't remember.""",injury_bandage,child/baby + bandaged/injured,0,0,0
osf_files/Objects/ring.jpg,survey-text-timed,5,"""A dead woman with a ring""",injury_bandage,child/baby + bandaged/injured,0,2,0
osf_files/Objects/ring.jpg,survey-text-timed,3,"""a baby with head bandaged and one eye covered """,injury_bandage,child/baby + bandaged/injured,1,5,1
osf_files/Objects/ring.jpg,survey-text-timed,5,"""A woman was holding a child. The child could have been dead or injured. She was wearing several rings.""",injury_bandage,child/baby + bandaged/injured,1,6,1
osf_files/Objects/ring.jpg,survey-text-timed,2,"""lady's finger with child""",injury_bandage,child/baby + bandaged/injured,0,3,0
osf_files/Objects/ring.jpg,survey-text-timed,1,"""Child with head wrapped""",injury_bandage,child/baby + bandaged/injured,1,3,1
osf_files/Objects/ring.jpg,survey-text-timed,5,"""A young boy with gauss covering face. A woman's hands with rings were tou""",injury_bandage,child/baby + bandaged/injured,1,7,1
osf_files/Objects/ring.jpg,survey-text-timed,5,"""A woman holding her child""",injury_bandage,child/baby + bandaged/injured,0,3,0
osf_files/Objects/ring.jpg,survey-text-timed,1,"""Lady""",injury_bandage,child/baby + bandaged/injured,0,1,0
osf_files/Objects/ring.jpg,survey-text-timed,0,"""a woman with her face covered with a white blanket""",injury_bandage,child/baby + bandaged/injured,1,6,0
osf_files/Objects/ring.jpg,survey-text-timed,2,"""There was a baby in bandages.  The bandages around the baby's head reminded me of the shape of this pearl.  The baby looked to be in really bad shape.  """,injury_bandage,child/baby + bandaged/injured,1,3,1
osf_files/Objects/ring.jpg,survey-text-timed,3,"""""",injury_bandage,child/baby + bandaged/injured,0,0,0
osf_files/Objects/ring.jpg,survey-text-timed,3,"""There was a woman and a little boy, and the boy was bleeding so the woman was bandaging him up.""",injury_bandage,child/baby + bandaged/injured,1,4,1
osf_files/Objects/ring.jpg,survey-text-timed,1,"""Injured child being held by someone. You can only see the child.""",injury_bandage,child/baby + bandaged/injured,1,4,1
osf_files/Objects/rockingchair.jpg,survey-text-timed,3,"""prisoners going to jail""",disaster_fire,fire/burned down location (many ways to describe this),0,0,0
osf_files/Objects/rockingchair.jpg,survey-text-timed,1,"""I don't remember.""",disaster_fire,fire/burned down location (many ways to describe this),0,0,0
osf_files/Objects/rockingchair.jpg,survey-text-timed,1,"""Firefighters walking around a burned down house.""",disaster_fire,fire/burned down location (many ways to describe this),1,4,1
osf_files/Objects/rockingchair.jpg,survey-text-timed,5,"""I don't remember.""",disaster_fire,fire/burned down location (many ways to describe this),0,0,0
osf_files/Objects/rockingchair.jpg,survey-text-timed,1,"""Chair with moving. """,disaster_fire,fire/burned down location (many ways to describe this),0,1,0
osf_files/Objects/rockingchair.jpg,survey-text-timed,5,"""I dont know""",disaster_fire,fire/burned down location (many ways to describe this),0,0,0
osf_files/Objects/rockingchair.jpg,survey-text-timed,5,"""Ruins of a burned down building. First responders putting out fire.""",disaster_fire,fire/burned down location (many ways to describe this),1,6,1
osf_files/Objects/rockingchair.jpg,survey-text-timed,5,"""Some disaster scene. All I remember is part of a wooden chair was visible in the front.""",disaster_fire,fire/burned down location (many ways to describe this),0,5,0
osf_files/Objects/rockingchair.jpg,survey-text-timed,2,"""In a disaster take place was it""",disaster_fire,fire/burned down location (many ways to describe this),0,1,0
osf_files/Objects/rockingchair.jpg,survey-text-timed,1,"""Nothing""",disaster_fire,fire/burned down location (many ways to describe this),0,0,0
osf_files/Objects/rockingchair.jpg,survey-text-timed,3,"""There are firefighters spraying big hoses of water, in a smoky neighborhood and demolished buildings.""",disaster_fire,fire/burned down location (many ways to describe this),1,6,1
osf_files/Objects/rockingchair.jpg,survey-text-timed,0,"""""",disaster_fire,fire/burned down location (many ways to describe this),0,0,0
osf_files/Objects/rockingchair.jpg,survey-text-timed,2,"""I can only remember a little bit of the chair at the corner of the picture.  I remember seeing this and searching so hard for a way to associate the picture to the chair that I muse o""",disaster_fire,fire/burned down location (many ways to describe this),0,3,0
osf_files/Objects/rockingchair.jpg,survey-text-timed,3,"""""",disaster_fire,fire/burned down location (many ways to describe this),0,0,0
osf_files/Objects/rug.jpg,survey-text-timed,3,"""a person with a gunshot wound""",death_policecorpse,police + body,0,3,0
osf_files/Objects/rug.jpg,survey-text-timed,1,"""Dead man in a house and a female police officer is standing near him. """,death_policecorpse,police + body,1,6,1
osf_files/Objects/rug.jpg,survey-text-timed,1,"""a man or woman laying on the ground""",death_policecorpse,police + body,0,3,0
osf_files/Objects/rug.jpg,survey-text-timed,1,"""Room dismantle. """,death_policecorpse,police + body,0,1,0
osf_files/Objects/rug.jpg,survey-text-timed,1,"""Nothing\n""",death_policecorpse,police + body,0,0,0
osf_files/Objects/rug.jpg,survey-text-timed,2,"""There was a person on the ground, I think, perhaps dead, and there was a red rug on the ground as well.  """,death_policecorpse,police + body,0,5,0
osf_files/Objects/rug.jpg,survey-text-timed,5,"""I don't remember anything from this scene except there was a rug on the floor.""",death_policecorpse,police + body,0,1,0
osf_files/Objects/rug.jpg,survey-text-timed,2,"""Policeman watching a house it on the floor""",death_policecorpse,police + body,0,3,0
osf_files/Objects/rug.jpg,survey-text-timed,5,"""A man on a rug dead as someone comes through a door""",death_policecorpse,police + body,1,6,0
osf_files/Objects/rug.jpg,survey-text-timed,5,"""A body on the floor in a small corridor near door.""",death_policecorpse,police + body,1,5,0
osf_files/Objects/rug.jpg,survey-text-timed,5,"""A cop at a murder scene""",death_policecorpse,police + body,1,2,1
osf_files/Objects/rug.jpg,survey-text-timed,3,"""I can't remember which one this is associated with.""",death_policecorpse,police + body,0,0,0
osf_files/Objects/rug.jpg,survey-text-timed,0,"""a man laying on  the floor with another man standing next to him. """,death_policecorpse,police + body,0,5,0
osf_files/Objects/rug.jpg,survey-text-timed,3,"""the item near the dead body""",death_policecorpse,police + body,0,3,0
osf_files/Objects/shoppingcart.jpg,survey-text-timed,5,"""A shopping cart with a bunch of trash around it""",animals_deaddog,cart + dead dog (similar animals OK too),1,3,0
osf_files/Objects/shoppingcart.jpg,survey-text-timed,1,"""""",animals_deaddog,cart + dead dog (similar animals OK too),0,0,0
osf_files/Objects/shoppingcart.jpg,survey-text-timed,2,"""Waste had in it in a building""",animals_deaddog,cart + dead dog (similar animals OK too),0,2,0
osf_files/Objects/shoppingcart.jpg,survey-text-timed,3,"""There was a bunch of coats inside a shopping cart, and the shopping carts were filled to the brim.""",animals_deaddog,cart + dead dog (similar animals OK too),0,3,0
osf_files/Objects/shoppingcart.jpg,survey-text-timed,5,"""A dead dog piled atop refuse in a shopping cart. Blood on ground below dog's """,animals_deaddog,cart + dead dog (similar animals OK too),1,8,1
osf_files/Objects/shoppingcart.jpg,survey-text-timed,5,"""A dog dead on a basket full of trash""",animals_deaddog,cart + dead dog (similar animals OK too),1,4,1
osf_files/Objects/shoppingcart.jpg,survey-text-timed,2,"""There was a shopping cart in the picture, I remember that, but most of the details aren't coming to me.  I think a person was in the basket?  """,animals_deaddog,cart + dead dog (similar animals OK too),0,2,0
osf_files/Objects/shoppingcart.jpg,survey-text-timed,1,"""two full shopping baskets with a dog lying on top of one.""",animals_deaddog,cart + dead dog (similar animals OK too),1,7,1
osf_files/Objects/shoppingcart.jpg,survey-text-timed,1,"""carried in shop""",animals_deaddog,cart + dead dog (similar animals OK too),0,1,0
osf_files/Objects/shoppingcart.jpg,survey-text-timed,0,"""a room filled with junk and with a cart covered with plastic bags""",animals_deaddog,cart + dead dog (similar animals OK too),0,4,0
osf_files/Objects/shoppingcart.jpg,survey-text-timed,5,"""There was a shopping cart in the city with junk in it.""",animals_deaddog,cart + dead dog (similar animals OK too),0,3,0
osf_files/Objects/shoppingcart.jpg,survey-text-timed,3,"""a cart with a dog laying in it""",animals_deaddog,cart + dead dog (similar animals OK too),1,3,1
osf_files/Objects/shoppingcart.jpg,survey-text-timed,3,"""lot of items stored in this trol""",animals_deaddog,cart + dead dog (similar animals OK too),0,2,0
osf_files/Objects/shoppingcart.jpg,survey-text-timed,1,"""dead dog laying on top of shopping cart""",animals_deaddog,cart + dead dog (similar animals OK too),1,5,1
osf_files/Objects/skateboard.jpg,survey-text-timed,3,"""the skate board near that guy""",fight_kidsfight,kids + fallen/fighting,0,2,0
osf_files/Objects/skateboard.jpg,survey-text-timed,1,"""kids and one of them had a skateboard laying on the gr""",fight_kidsfight,kids + fallen/fighting,1,3,0
osf_files/Objects/skateboard.jpg,survey-text-timed,2,"""There was a boy on the ground and his skateboard nearby.  I couldn't tell what the person was holding, but some kind of box.  It looked like he would hit the boy with it. """,fight_kidsfight,kids + fallen/fighting,1,5,1
osf_files/Objects/skateboard.jpg,survey-text-timed,1,"""Kid of the ground while other kids seems to be robbing him""",fight_kidsfight,kids + fallen/fighting,1,4,1
osf_files/Objects/skateboard.jpg,survey-text-timed,5,"""A boy laying on the ground with 3 others tending to him.""",fight_kidsfight,kids + fallen/fighting,1,6,1
osf_files/Objects/skateboard.jpg,survey-text-timed,5,"""A person holding a man down""",fight_kidsfight,kids + fallen/fighting,0,3,0
osf_files/Objects/skateboard.jpg,survey-text-timed,3,"""an old man laying on the ground with skateboard next to him and a couple of young men helping him\n""",fight_kidsfight,kids + fallen/fighting,1,5,0
osf_files/Objects/skateboard.jpg,survey-text-timed,1,"""Nothing""",fight_kidsfight,kids + fallen/fighting,0,0,0
osf_files/Objects/skateboard.jpg,survey-text-timed,5,"""a skateboarder that has fallen""",fight_kidsfight,kids + fallen/fighting,1,2,0
osf_files/Objects/skateboard.jpg,survey-text-timed,1,"""Person carrying. """,fight_kidsfight,kids + fallen/fighting,0,1,0
osf_files/Objects/skateboard.jpg,survey-text-timed,2,"""A boy got accident on the road""",fight_kidsfight,kids + fallen/fighting,0,3,0
osf_files/Objects/skateboard.jpg,survey-text-timed,3,"""There was a man on the ground by a stairwell, like he had gotten hurt, with a skateboard next to him. """,fight_kidsfight,kids + fallen/fighting,0,3,0
osf_files/Objects/skateboard.jpg,survey-text-timed,0,"""two men robbing another man. """,fight_kidsfight,kids + fallen/fighting,0,1,0
osf_files/Objects/skateboard.jpg,survey-text-timed,5,"""A skateboard was on the ground. And there might have been some type of accident/someone injured.""",fight_kidsfight,kids + fallen/fighting,0,3,0
osf_files/Objects/socket.jpg,survey-text-timed,5,"""Two people against a wall. There was an outlet between them. A guy with a gun pointed at one of them.""",fight_robbery,men + naked + gun,1,9,0
osf_files/Objects/socket.jpg,survey-text-timed,2,"""There were men lined up against the wall.  One man was naked.  There was a man standing beside them with a gun. """,fight_robbery,men + naked + gun,1,6,1
osf_files/Objects/socket.jpg,survey-text-timed,3,"""a switch board near that guy""",fight_robbery,men + naked + gun,0,0,0
osf_files/Objects/socket.jpg,survey-text-timed,1,"""guys in their underwear leaning against the wall""",fight_robbery,men + naked + gun,1,4,0
osf_files/Objects/socket.jpg,survey-text-timed,3,"""not sure\n""",fight_robbery,men + naked + gun,0,0,0
osf_files/Objects/socket.jpg,survey-text-timed,1,"""I can't remember""",fight_robbery,men + naked + gun,0,0,0
osf_files/Objects/socket.jpg,survey-text-timed,5,"""Two men, naked, against a wall. A gun is pressed into the back of one man.""",fight_robbery,men + naked + gun,1,8,1
osf_files/Objects/socket.jpg,survey-text-timed,2,"""One man without dress""",fight_robbery,men + naked + gun,0,2,0
osf_files/Objects/socket.jpg,survey-text-timed,5,"""Running man""",fight_robbery,men + naked + gun,0,1,0
osf_files/Objects/socket.jpg,survey-text-timed,1,"""A policeman and two men with their hands on the wall. """,fight_robbery,men + naked + gun,1,5,0
osf_files/Objects/socket.jpg,survey-text-timed,5,"""I don't remember.""",fight_robbery,men + naked + gun,0,0,0
osf_files/Objects/socket.jpg,survey-text-timed,1,"""Room.""",fight_robbery,men + naked + gun,0,1,0
osf_files/Objects/socket.jpg,survey-text-timed,0,"""two men standing naked in front of a wall. """,fight_robbery,men + naked + gun,1,5,0
osf_files/Objects/socket.jpg,survey-text-timed,3,"""There were 3 men being strip searched by law enforcement agents, and one of them h""",fight_robbery,men + naked + gun,1,4,1
osf_files/Objects/socks.jpg,survey-text-timed,3,"""fireman in a building putting out a fire""",injury_babyfire,firefighter/man + carrying + baby,0,1,0
osf_files/Objects/socks.jpg,survey-text-timed,1,"""a baby was in a guy's arms""",injury_babyfire,firefighter/man + carrying + baby,1,3,1
osf_files/Objects/socks.jpg,survey-text-timed,1,"""Firefighter carrying a dead toddler """,injury_babyfire,firefighter/man + carrying + baby,1,4,1
osf_files/Objects/socks.jpg,survey-text-timed,1,"""Socks""",injury_babyfire,firefighter/man + carrying + baby,0,1,0
osf_files/Objects/socks.jpg,survey-text-timed,5,"""A child was being carried. You could see the child's legs, and she/he had socks on.""",injury_babyfire,firefighter/man + carrying + baby,1,4,1
osf_files/Objects/socks.jpg,survey-text-timed,5,"""Cant' remember""",injury_babyfire,firefighter/man + carrying + baby,0,0,0
osf_files/Objects/socks.jpg,survey-text-timed,0,"""a fireman holding a baby in his hands. """,injury_babyfire,firefighter/man + carrying + baby,1,4,1
osf_files/Objects/socks.jpg,survey-text-timed,1,"""Nothing""",injury_babyfire,firefighter/man + carrying + baby,0,0,0
osf_files/Objects/socks.jpg,survey-text-timed,5,"""A person carrying a baby.""",injury_babyfire,firefighter/man + carrying + baby,1,3,1
osf_files/Objects/socks.jpg,survey-text-timed,2,"""A child was in a hand of man""",injury_babyfire,firefighter/man + carrying + baby,1,3,1
osf_files/Objects/socks.jpg,survey-text-timed,3,"""There was a firefighter holding a little baby in his arms, as they left a burning building.""",injury_babyfire,firefighter/man + carrying + baby,1,4,1
osf_files/Objects/socks.jpg,survey-text-timed,5,"""A baby being held but it looks dead""",injury_babyfire,firefighter/man + carrying + baby,1,3,1
osf_files/Objects/socks.jpg,survey-text-timed,2,"""There was a child in the picture who was either injured or dead, and the child wore white socks.  Somebody was carrying the child. """,injury_babyfire,firefighter/man + carrying + baby,1,5,1
osf_files/Objects/socks.jpg,survey-text-timed,3,"""a fire man associated with this picture""",injury_babyfire,firefighter/man + carrying + baby,0,1,0
osf_files/Objects/star2.jpg,survey-text-timed,5,"""I woman being beaten by another man. Her dress had stars on it.""",fight_manbeatingwoman2,man + beating + woman,1,5,1
osf_files/Objects/star2.jpg,survey-text-timed,1,"""A lady laying on the ground with an opened dress""",fight_manbeatingwoman2,man + beating + woman,0,2,0
osf_files/Objects/star2.jpg,survey-text-timed,3,"""boy and a girl sitting next to each other hiding""",fight_manbeatingwoman2,man + beating + woman,0,2,0
osf_files/Objects/star2.jpg,survey-text-timed,1,"""This is not associated""",fight_manbeatingwoman2,man + beating + woman,0,0,0
osf_files/Objects/star2.jpg,survey-text-timed,1,"""Nothing.""",fight_manbeatingwoman2,man + beating + woman,0,0,0
osf_files/Objects/star2.jpg,survey-text-timed,5,"""A black woman and a man""",fight_manbeatingwoman2,man + beating + woman,1,3,0
osf_files/Objects/star2.jpg,survey-text-timed,5,"""a woman getting whipped by something""",fight_manbeatingwoman2,man + beating + woman,1,2,0
osf_files/Objects/star2.jpg,survey-text-timed,2,"""fighting women dress""",fight_manbeatingwoman2,man + beating + woman,0,3,0
osf_files/Objects/star2.jpg,survey-text-timed,0,"""Two African American males fighting""",fight_manbeatingwoman2,man + beating + woman,1,4,0
osf_files/Objects/star2.jpg,survey-text-timed,1,"""Man hitting a woman with a broom.""",fight_manbeatingwoman2,man + beating + woman,1,4,1
osf_files/Objects/star2.jpg,survey-text-timed,5,"""I don't remember this one.""",fight_manbeatingwoman2,man + beating + woman,0,0,0
osf_files/Objects/star2.jpg,survey-text-timed,3,"""I can't remember this one""",fight_manbeatingwoman2,man + beating + woman,0,0,0
osf_files/Objects/star2.jpg,survey-text-timed,2,"""There was a man wearing pants that were blue with gold stars on them in this picture.  There was something happening but I mostly remember the pants the man w""",fight_manbeatingwoman2,man + beating + woman,0,5,0
osf_files/Objects/star2.jpg,survey-text-timed,3,"""""",fight_manbeatingwoman2,man + beating + woman,0,0,0
osf_files/Objects/suitcase.jpg,survey-text-timed,5,"""people running from a building""",disaster_couple,man and woman + fleeing + destroyed building,0,3,1
osf_files/Objects/suitcase.jpg,survey-text-timed,5,"""I don't remember.""",disaster_couple,man and woman + fleeing + destroyed building,0,0,0
osf_files/Objects/suitcase.jpg,survey-text-timed,1,"""Room""",disaster_couple,man and woman + fleeing + destroyed building,0,0,0
osf_files/Objects/suitcase.jpg,survey-text-timed,1,"""two people -  man and woman running out of a building.""",disaster_couple,man and woman + fleeing + destroyed building,1,4,1
osf_files/Objects/suitcase.jpg,survey-text-timed,1,"""A couple running out of a building that was """,disaster_couple,man and woman + fleeing + destroyed building,1,3,1
osf_files/Objects/suitcase.jpg,survey-text-timed,2,"""There were people coming out of a building, a man holding a black type of carrying ba""",disaster_couple,man and woman + fleeing + destroyed building,1,7,0
osf_files/Objects/suitcase.jpg,survey-text-timed,5,"""A man and a woman walking out of some building in an earthquake or accident. He was holding a messenger bag.""",disaster_couple,man and woman + fleeing + destroyed building,1,8,1
osf_files/Objects/suitcase.jpg,survey-text-timed,2,"""escaping man and women place""",disaster_couple,man and woman + fleeing + destroyed building,1,4,1
osf_files/Objects/suitcase.jpg,survey-text-timed,5,"""Two people in the ruins of an building. 1 man and 1 woman. The man was holding a briefcase.""",disaster_couple,man and woman + fleeing + destroyed building,1,7,1
osf_files/Objects/suitcase.jpg,survey-text-timed,1,"""Two people coming out of a collapsed building. """,disaster_couple,man and woman + fleeing + destroyed building,1,5,1
osf_files/Objects/suitcase.jpg,survey-text-timed,3,"""Two people were running out of a building filled with debrit and smoke""",disaster_couple,man and woman + fleeing + destroyed building,1,6,1
osf_files/Objects/suitcase.jpg,survey-text-timed,3,"""people running from world trade center""",disaster_couple,man and woman + fleeing + destroyed building,0,3,0
osf_files/Objects/suitcase.jpg,survey-text-timed,3,"""""",disaster_couple,man and woman + fleeing + destroyed building,0,0,0
osf_files/Objects/suitcase.jpg,survey-text-timed,0,"""""",disaster_couple,man and woman + fleeing + destroyed building,0,0,0
osf_files/Objects/sunglasses.jpg,survey-text-timed,1,"""a guy sitting on the ground """,drugs_addictfloor,man + drugs/needle,0,3,0
osf_files/Objects/sunglasses.jpg,survey-text-timed,0,"""A man sitting n the floor with a black eye""",drugs_addictfloor,man + drugs/needle,0,3,0
osf_files/Objects/sunglasses.jpg,survey-text-timed,5,"""A drugged out man with glasses in his pocket""",drugs_addictfloor,man + drugs/needle,1,4,1
osf_files/Objects/sunglasses.jpg,survey-text-timed,5,"""A man was either dead or passed out. He had a pair of sunglasses in his shirt pocket.""",drugs_addictfloor,man + drugs/needle,1,5,0
osf_files/Objects/sunglasses.jpg,survey-text-timed,2,"""Drug addict person had it in his shirt""",drugs_addictfloor,man + drugs/needle,1,4,1
osf_files/Objects/sunglasses.jpg,survey-text-timed,5,"""A man sitting on floor with discolored skin. Using drugs. Sunglasses in shirt pocket.""",drugs_addictfloor,man + drugs/needle,1,7,1
osf_files/Objects/sunglasses.jpg,survey-text-timed,5,"""I don't remember.""",drugs_addictfloor,man + drugs/needle,0,0,0
osf_files/Objects/sunglasses.jpg,survey-text-timed,1,"""This object is not noticed. """,drugs_addictfloor,man + drugs/needle,0,0,0
